booking_id,listinng_id,is_canceled,arrival_date,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,reservation_status,reservation_status_date,customer_id
100079,9677354,1,2016-01-12,2,10,2,0,0,No-Show,2016-01-12,107032
100080,13426831,0,2016-01-12,8,20,2,0,0,Check-Out,2016-02-09,105602
100081,7956634,1,2016-01-12,8,20,2,0,0,Canceled,2015-09-12,110222
100082,568234,1,2016-01-12,12,30,2,0,0,Canceled,2015-12-04,105898
100083,1030500,0,2016-01-13,0,0,2,0,0,Check-Out,2016-01-13,106050
100084,13652374,1,2016-01-13,0,4,1,0,0,Canceled,2016-01-08,108163
100085,12930651,1,2016-01-13,0,4,1,0,0,Canceled,2016-01-08,111098
100086,3997572,1,2016-01-13,0,4,1,0,0,Canceled,2016-01-08,108044
100087,4223387,0,2016-01-14,0,1,2,0,0,Check-Out,2016-01-15,109032
100088,12855396,1,2016-01-15,0,1,2,0,0,Canceled,2016-01-15,103045
100089,12426823,1,2016-01-15,0,2,2,0,0,Canceled,2015-12-26,111637
100090,14361322,1,2016-01-16,0,1,2,0,0,No-Show,2016-01-16,110482
100091,2963419,1,2016-01-16,2,5,2,0,0,Canceled,2016-01-15,110383
100092,5904732,1,2016-01-17,3,5,2,0,0,Canceled,2015-09-21,110796
100093,3591359,1,2016-01-17,3,5,2,0,0,Canceled,2016-01-17,104646
100094,2538536,1,2016-01-18,1,0,1,0,0,Canceled,2016-01-07,114176
100095,4975581,1,2016-01-18,1,2,2,0,0,Canceled,2015-12-26,111599
100096,4767023,1,2016-01-19,0,1,1,0,0,Canceled,2016-01-19,107695
100097,6364042,1,2016-01-21,0,1,1,0,0,Canceled,2016-01-18,102866
100098,7986179,1,2016-01-21,0,3,2,0,0,Canceled,2015-12-26,106716
100099,14109003,1,2016-01-21,0,3,2,0,0,Canceled,2015-12-29,114176
100100,1109224,1,2016-01-22,0,1,1,0,0,Canceled,2016-01-21,107171
100101,1067184,0,2016-01-22,0,2,2,0,0,Check-Out,2016-01-24,108170
100102,13215952,1,2016-01-22,0,1,2,0,0,Canceled,2016-01-21,114057
100103,777903,1,2016-01-22,0,2,2,0,0,Canceled,2016-01-22,111176
100104,1301500,1,2016-01-22,2,4,2,0,0,No-Show,2016-01-22,100684
100105,8923817,1,2016-01-23,0,1,2,0,0,No-Show,2016-01-23,107663
100106,14057466,1,2016-01-23,0,1,2,0,0,No-Show,2016-01-23,102751
100107,14909417,1,2016-01-25,1,0,2,0,0,Canceled,2015-08-10,100637
100108,5521378,1,2016-01-25,1,2,2,0,0,Canceled,2016-01-18,104041
100109,13041602,0,2016-01-25,1,3,2,0,0,Check-Out,2016-01-29,101301
100110,2621242,0,2016-01-26,0,1,2,0,0,Check-Out,2016-01-27,111794
100111,950046,1,2016-01-26,0,1,1,0,0,Canceled,2016-01-25,114081
100112,3342094,0,2016-01-26,12,30,2,0,0,Check-Out,2016-03-08,103855
100113,5652147,0,2016-01-26,0,1,2,0,0,Check-Out,2016-01-27,100547
100114,14105971,1,2016-01-27,0,1,1,0,0,Canceled,2016-01-26,106334
100115,2875267,1,2016-01-27,0,2,2,0,0,Canceled,2016-01-16,100850
100116,9485607,1,2016-01-28,0,1,1,0,0,Canceled,2016-01-26,105978
100117,7273770,1,2016-01-28,0,2,2,0,0,Canceled,2015-12-26,100248
100118,5405928,1,2016-01-28,0,3,1,0,0,Canceled,2016-01-20,107166
100119,4586681,1,2016-01-28,0,3,1,0,0,Canceled,2016-01-20,104291
100120,1113272,1,2016-01-28,2,3,2,0,1,Canceled,2015-07-28,106414
100121,12647606,0,2016-01-29,0,1,2,0,0,Check-Out,2016-01-30,111988
100122,10271867,1,2016-01-29,0,2,2,0,0,Canceled,2016-01-07,103771
100123,7879708,1,2016-01-29,2,5,2,0,0,Canceled,2016-01-05,114655
100124,3881993,1,2016-01-30,0,1,2,0,0,Canceled,2016-01-18,103599
100125,12566065,1,2016-01-31,2,2,2,0,0,Canceled,2016-01-11,111280
100126,6602217,1,2016-02-01,1,0,1,0,0,Canceled,2016-02-01,114694
100127,3276286,1,2016-02-01,1,0,1,0,0,Canceled,2016-02-01,102340
100128,2014651,0,2016-02-01,1,0,1,0,0,Check-Out,2016-02-02,110731
100129,6053700,1,2016-02-01,1,0,2,0,0,Canceled,2016-01-27,110479
100130,4405982,1,2016-02-01,1,3,1,0,0,Canceled,2016-01-25,103066
100131,250983,1,2016-02-01,1,3,2,0,0,Canceled,2016-01-11,112139
100132,2308630,0,2016-02-01,2,5,2,0,0,Check-Out,2016-02-08,105350
100133,8272350,1,2016-02-02,0,3,1,0,0,Canceled,2015-11-11,101979
100134,12368012,1,2016-02-02,5,15,2,0,0,Canceled,2016-01-21,104620
100135,4098410,1,2016-02-03,0,2,2,0,0,Canceled,2016-01-30,114013
100136,6322283,0,2016-02-03,0,4,2,0,0,Check-Out,2016-02-07,105274
100137,7823025,1,2016-02-03,0,4,2,0,0,Canceled,2015-10-26,108388
100138,9549850,0,2016-02-03,0,4,2,0,0,Check-Out,2016-02-07,108806
100139,7845607,1,2016-02-03,2,5,2,0,0,Canceled,2016-01-12,109884
100140,14071446,1,2016-02-03,7,19,1,0,0,Canceled,2016-01-15,106053
100141,14218904,1,2016-02-03,7,19,2,0,0,Canceled,2016-01-15,103495
100142,11826815,1,2016-02-04,0,1,1,0,0,Canceled,2016-01-18,114561
100143,13334098,1,2016-02-04,0,3,2,0,0,Canceled,2016-01-20,104845
100144,4765070,1,2016-02-04,0,3,2,0,0,Canceled,2016-01-19,110083
100145,2880944,1,2016-02-04,1,3,2,1,0,Canceled,2016-01-11,114920
100146,9532771,1,2016-02-04,1,3,2,2,0,Canceled,2016-01-09,101162
100147,10253591,1,2016-02-04,4,8,2,0,0,Canceled,2015-12-25,101735
100148,1881298,1,2016-02-05,0,2,2,0,0,Canceled,2016-01-28,106980
100149,210097,1,2016-02-05,0,2,2,1,0,Canceled,2016-02-05,103012
100150,6059968,1,2016-02-05,1,2,2,1,0,Canceled,2016-02-03,102704
100151,6862758,0,2016-02-05,2,2,2,0,0,Check-Out,2016-02-09,112939
100152,799701,0,2016-02-05,2,2,2,0,0,Check-Out,2016-02-09,105321
100153,6862594,1,2016-02-05,2,5,2,0,0,Canceled,2016-01-26,105998
100154,9057435,1,2016-02-05,2,5,2,0,0,Canceled,2016-01-26,109242
100155,750438,0,2016-02-05,2,6,2,0,0,Check-Out,2016-02-13,113845
100156,12874603,1,2016-02-06,2,1,2,0,0,Canceled,2016-01-19,113344
100157,12727401,1,2016-02-06,2,1,2,0,0,Canceled,2016-01-19,115000
100158,2077794,1,2016-02-06,2,1,2,0,0,Canceled,2016-01-19,103274
100159,9712731,1,2016-02-06,2,1,2,0,0,Canceled,2016-01-19,107593
100160,13677640,1,2016-02-06,2,1,2,0,0,Canceled,2016-01-19,105615
100161,3371091,1,2016-02-06,2,1,2,0,0,Canceled,2016-01-19,111058
100162,13512551,1,2016-02-06,2,1,2,0,0,Canceled,2016-01-19,109037
100163,732999,1,2016-02-06,2,1,2,2,0,Canceled,2016-01-25,114411
100164,6106955,1,2016-02-06,2,1,2,0,0,Canceled,2016-01-19,109712
100165,2698996,1,2016-02-06,2,1,2,0,0,Canceled,2016-01-19,104043
100166,27611,1,2016-02-06,2,1,2,0,0,Canceled,2016-01-19,107094
100167,4025194,1,2016-02-06,2,1,2,0,0,Canceled,2016-01-19,112024
100168,8336364,1,2016-02-06,2,1,3,1,0,Canceled,2016-01-18,104316
100169,12071820,1,2016-02-06,2,1,2,0,0,Canceled,2016-01-19,103324
100170,7910223,1,2016-02-06,2,1,2,0,0,Canceled,2016-01-19,108572
100171,4567815,1,2016-02-06,2,1,2,0,0,Canceled,2016-01-19,109704
100172,12022134,1,2016-02-06,2,1,2,0,0,Canceled,2016-01-19,107591
100173,13513012,1,2016-02-06,2,1,2,0,0,Canceled,2016-01-19,112998
100174,3730447,1,2016-02-06,2,1,2,0,0,Canceled,2016-01-19,102591
100175,4149974,1,2016-02-06,2,1,2,0,0,Canceled,2016-01-19,105075
100176,14933380,1,2016-02-06,2,1,2,0,0,Canceled,2016-01-19,102929
100177,6238463,1,2016-02-06,2,1,2,0,0,Canceled,2016-01-19,103697
100178,1929406,1,2016-02-06,2,1,2,0,0,Canceled,2016-01-19,101147
100179,4583526,1,2016-02-06,2,1,2,0,0,Canceled,2016-01-19,100323
100180,7287822,1,2016-02-06,2,1,2,0,0,Canceled,2016-01-19,107088
100181,8354938,1,2016-02-06,2,1,2,0,0,Canceled,2016-01-19,104162
100182,5025015,1,2016-02-06,2,2,2,0,0,Canceled,2016-01-04,111089
100183,4452800,0,2016-02-06,2,2,2,0,0,Check-Out,2016-02-10,112866
100184,7554801,0,2016-02-06,2,2,2,0,0,Check-Out,2016-02-10,103955
100185,9349646,1,2016-02-06,2,5,2,0,0,Canceled,2016-01-18,114742
100186,6386351,0,2016-02-06,2,5,2,0,0,Check-Out,2016-02-13,114382
100187,5124772,1,2016-02-06,4,6,2,0,0,Canceled,2016-01-04,103128
100188,3977877,1,2016-02-06,4,10,1,0,0,Canceled,2016-02-02,103082
100189,1754939,1,2016-02-07,2,1,1,0,0,Canceled,2016-02-04,112815
100190,6602167,1,2016-02-08,1,0,2,0,0,Canceled,2015-11-11,112487
100191,3987926,0,2016-02-08,1,1,2,0,0,Check-Out,2016-02-10,106232
100192,5729845,0,2016-02-08,1,1,2,0,0,Check-Out,2016-02-10,101873
100193,9727523,1,2016-02-08,1,2,2,0,0,Canceled,2016-02-02,104344
100194,12463555,1,2016-02-08,1,2,2,0,0,Canceled,2016-02-02,108825
100195,9137560,1,2016-02-08,1,2,2,0,0,Canceled,2016-02-02,101949
100196,3616081,1,2016-02-08,1,2,2,0,0,Canceled,2016-02-02,107932
100197,8908145,1,2016-02-08,1,2,2,0,0,Canceled,2016-02-02,108488
100198,554720,1,2016-02-08,1,2,2,0,0,Canceled,2016-02-02,112009
100199,1551467,1,2016-02-08,1,3,2,2,0,No-Show,2016-02-08,107166
100200,7743569,0,2016-02-08,1,3,2,0,0,Check-Out,2016-02-12,111469
100201,732932,0,2016-02-08,1,3,2,0,0,Check-Out,2016-02-12,111404
100202,749247,1,2016-02-08,1,4,2,0,0,Canceled,2016-01-12,109379
100203,667325,0,2016-02-09,0,2,2,0,0,Check-Out,2016-02-11,109612
100204,9349614,1,2016-02-09,0,2,2,0,0,Canceled,2016-01-16,107853
100205,10627514,0,2016-02-09,0,2,2,0,0,Check-Out,2016-02-11,110081
100206,1885825,0,2016-02-09,0,2,2,0,0,Check-Out,2016-02-11,108277
100207,9906565,1,2016-02-09,0,2,2,0,0,Canceled,2016-01-16,111911
100208,629814,1,2016-02-09,0,2,2,0,0,Canceled,2016-01-16,101964
100209,1222327,1,2016-02-09,0,2,2,0,0,Canceled,2016-01-16,100768
100210,10299047,1,2016-02-09,0,2,2,0,0,Canceled,2016-01-16,113004
100211,9463444,1,2016-02-09,0,2,2,0,0,Canceled,2016-01-16,101827
100212,6465075,1,2016-02-09,0,2,2,0,0,Canceled,2016-01-16,111792
100213,8932377,0,2016-02-09,0,2,2,0,0,Check-Out,2016-02-11,106292
100214,9577988,0,2016-02-09,0,2,2,0,0,Check-Out,2016-02-11,114821
100215,9971054,0,2016-02-09,0,2,2,0,0,Check-Out,2016-02-11,109860
100216,7348110,0,2016-02-09,0,2,2,0,0,Check-Out,2016-02-11,113318
100217,7790454,0,2016-02-09,0,2,2,0,0,Check-Out,2016-02-11,104121
100218,3021446,1,2016-02-09,0,2,2,0,0,Canceled,2016-01-16,113596
100219,7708436,1,2016-02-09,0,2,2,0,0,Canceled,2016-01-16,103235
100220,11514237,0,2016-02-09,0,2,2,0,0,Check-Out,2016-02-11,112904
100221,13363171,0,2016-02-09,0,2,2,0,0,Check-Out,2016-02-11,111130
100222,11946029,1,2016-02-09,4,10,2,0,0,Canceled,2015-09-12,108861
100223,6019555,0,2016-02-10,0,1,1,0,0,Check-Out,2016-02-11,108274
100224,12052288,0,2016-02-10,0,2,2,0,0,Check-Out,2016-02-12,100535
100225,9676551,0,2016-02-10,0,3,2,0,0,Check-Out,2016-02-13,112107
100226,12789527,1,2016-02-10,1,4,2,0,0,Canceled,2016-01-27,100372
100227,12855005,1,2016-02-10,1,4,2,0,0,Canceled,2016-01-27,113230
100228,1631942,0,2016-02-10,2,4,1,0,0,Check-Out,2016-02-16,101016
100229,2884903,1,2016-02-11,0,1,2,0,0,Canceled,2016-02-04,109946
100230,14868157,1,2016-02-11,1,3,2,0,0,Canceled,2015-12-30,107279
100231,13344433,1,2016-02-11,1,3,2,0,0,Canceled,2015-12-30,106439
100232,40601,1,2016-02-11,1,3,2,0,0,Canceled,2015-12-30,104905
100233,12033661,1,2016-02-11,1,3,1,0,0,Canceled,2015-12-30,104867
100234,6298216,1,2016-02-11,1,3,2,0,0,Canceled,2015-12-30,112359
100235,12868343,1,2016-02-11,1,3,2,0,0,Canceled,2015-12-30,106741
100236,14474750,1,2016-02-11,1,3,1,0,0,Canceled,2015-12-30,106060
100237,6921672,1,2016-02-11,0,3,3,1,0,No-Show,2016-02-11,104042
100238,2219399,1,2016-02-11,1,3,2,0,0,Canceled,2015-12-30,104732
100239,336960,1,2016-02-11,1,3,2,0,0,Canceled,2015-12-30,115014
100240,336946,1,2016-02-11,1,3,2,0,0,Canceled,2015-12-30,101324
100241,6644330,1,2016-02-11,1,3,2,0,0,Canceled,2015-12-30,104745
100242,6939162,1,2016-02-11,1,3,2,0,0,Canceled,2015-12-30,104867
100243,13640138,1,2016-02-11,1,3,2,0,0,Canceled,2015-12-30,107760
100244,12593295,1,2016-02-11,1,3,2,0,0,Canceled,2015-12-30,107527
100245,10004575,0,2016-02-11,2,3,2,0,0,Check-Out,2016-02-16,104735
100246,12855343,1,2016-02-11,2,3,2,0,0,Canceled,2016-02-11,101489
100247,9791506,1,2016-02-11,1,3,2,0,0,Canceled,2015-12-30,114442
100248,5801643,1,2016-02-11,1,3,1,0,0,Canceled,2015-12-30,106576
100249,12888054,1,2016-02-12,0,1,3,0,0,No-Show,2016-02-12,113436
100250,5676025,1,2016-02-12,0,2,2,0,0,Canceled,2016-02-05,101986
100251,6104388,1,2016-02-12,0,2,2,0,0,Canceled,2016-01-26,107500
100252,8283433,1,2016-02-12,0,2,2,0,0,Canceled,2016-01-26,108241
100253,14573919,1,2016-02-12,0,2,2,0,0,Canceled,2016-01-26,110467
100254,7495866,0,2016-02-12,0,2,2,0,0,Check-Out,2016-02-14,113963
100255,13623390,0,2016-02-12,0,2,3,0,0,Check-Out,2016-02-14,113164
100256,3629014,0,2016-02-12,0,2,1,0,0,Check-Out,2016-02-14,107983
100257,10883063,1,2016-02-12,0,2,2,0,0,Canceled,2016-02-05,102242
100258,713627,1,2016-02-12,0,2,2,0,0,Canceled,2016-02-05,113714
100259,4105704,1,2016-02-12,0,2,2,0,0,Canceled,2016-02-05,113939
100260,3957602,1,2016-02-12,0,2,2,0,0,Canceled,2015-12-11,105694
100261,11739985,1,2016-02-12,0,2,2,0,0,Canceled,2015-12-11,107096
100262,5874408,1,2016-02-12,0,2,2,0,0,Canceled,2015-12-11,105666
100263,7693009,1,2016-02-12,0,2,2,0,0,Canceled,2016-01-26,108540
100264,3775876,1,2016-02-12,0,2,2,0,0,Canceled,2016-01-26,109057
100265,3693850,1,2016-02-12,0,2,2,0,0,Canceled,2016-01-26,112042
100266,4736217,0,2016-02-12,0,2,2,0,0,Check-Out,2016-02-14,108465
100267,14428514,0,2016-02-12,0,2,2,0,0,Check-Out,2016-02-14,101988
100268,3021862,0,2016-02-12,0,2,2,0,0,Check-Out,2016-02-14,104623
100269,4348422,1,2016-02-12,0,2,2,0,0,Canceled,2016-02-05,107322
100270,973840,1,2016-02-12,0,2,2,0,0,Canceled,2016-02-05,107774
100271,9575439,1,2016-02-12,0,2,2,0,0,Canceled,2016-02-05,103700
100272,4430821,1,2016-02-12,0,2,2,0,0,Canceled,2016-02-05,109897
100273,9591772,1,2016-02-12,0,2,2,0,0,Canceled,2016-01-20,105035
100274,3079305,1,2016-02-12,0,2,2,0,0,Canceled,2015-12-11,103125
100275,14474114,1,2016-02-12,0,2,2,0,0,Canceled,2015-12-11,106554
100276,7789429,1,2016-02-12,0,2,2,0,0,Canceled,2015-12-11,114735
100277,1203014,1,2016-02-12,0,2,2,0,0,Canceled,2016-01-26,110308
100278,957224,1,2016-02-12,0,2,2,0,0,Canceled,2016-01-26,101850
100279,4119345,1,2016-02-12,0,2,2,0,0,Canceled,2016-01-26,103602
100280,5495547,1,2016-02-12,0,2,2,0,0,Canceled,2016-01-26,112293
100281,12081834,0,2016-02-12,0,2,2,0,0,Check-Out,2016-02-14,102379
100282,14260905,0,2016-02-12,0,2,2,0,0,Check-Out,2016-02-14,100922
100283,3988018,0,2016-02-12,0,2,2,0,0,Check-Out,2016-02-14,102575
100284,728238,1,2016-02-12,0,2,2,0,0,Canceled,2016-02-10,114089
100285,12997241,1,2016-02-12,0,2,2,0,0,Canceled,2016-02-10,110755
100286,10074653,1,2016-02-12,0,2,2,0,0,Canceled,2016-02-05,105832
100287,4054079,1,2016-02-12,0,2,2,0,0,Canceled,2016-02-05,103942
100288,12849003,1,2016-02-12,0,2,2,0,0,Canceled,2016-02-05,110969
100289,8067585,1,2016-02-12,0,2,2,0,0,Canceled,2015-12-11,113967
100290,7723492,1,2016-02-12,0,2,2,0,0,Canceled,2015-12-11,107922
100291,1956275,1,2016-02-12,0,2,2,0,0,Canceled,2015-12-11,103919
100292,1136972,1,2016-02-12,0,2,2,0,0,Canceled,2015-12-11,106053
100293,1071235,1,2016-02-12,0,2,2,0,0,Canceled,2015-12-11,112420
100294,4233242,0,2016-02-12,0,2,2,0,0,Check-Out,2016-02-14,106479
100295,14415125,0,2016-02-12,0,2,2,0,0,Check-Out,2016-02-14,102025
100296,3905508,0,2016-02-12,0,2,1,0,0,Check-Out,2016-02-14,100108
100297,1628130,1,2016-02-12,0,2,2,0,0,Canceled,2016-02-10,105540
100298,14566386,1,2016-02-12,0,2,2,0,0,Canceled,2016-02-05,108435
100299,9590679,1,2016-02-12,0,2,2,0,0,Canceled,2016-02-05,113378
100300,14469677,1,2016-02-12,0,2,2,0,0,Canceled,2016-02-05,113116
100301,447826,1,2016-02-12,0,2,2,0,0,Canceled,2016-01-26,102171
100302,12736777,1,2016-02-12,0,2,2,0,0,Canceled,2016-01-26,105799
100303,9459945,1,2016-02-12,0,2,2,0,0,Canceled,2016-01-26,109046
100304,13621476,1,2016-02-12,0,2,2,0,0,Canceled,2016-02-05,101468
100305,2365632,1,2016-02-12,0,2,2,0,0,Canceled,2015-12-11,100242
100306,10163454,1,2016-02-12,0,2,2,0,0,Canceled,2015-12-11,108612
100307,14308511,1,2016-02-12,0,2,2,0,0,Canceled,2015-12-11,109773
100308,13751426,1,2016-02-12,0,2,2,0,0,Canceled,2015-12-11,100478
100309,1692573,1,2016-02-12,0,2,2,0,0,Canceled,2015-12-11,111795
100310,12932001,1,2016-02-12,0,2,2,0,0,Canceled,2016-01-26,104377
100311,5182313,1,2016-02-12,0,2,2,0,0,Canceled,2016-01-26,106459
100312,13865867,1,2016-02-12,0,2,2,0,0,Canceled,2016-01-26,114962
100313,4331214,0,2016-02-12,0,2,2,0,0,Check-Out,2016-02-14,114491
100314,12824498,0,2016-02-12,0,2,2,0,0,Check-Out,2016-02-14,108647
100315,14602997,1,2016-02-12,0,2,2,0,0,Canceled,2016-02-05,113606
100316,6377998,1,2016-02-12,0,2,2,0,0,Canceled,2016-02-05,114060
100317,743211,1,2016-02-12,0,2,2,0,0,Canceled,2016-02-05,111018
100318,5166870,1,2016-02-12,0,2,2,0,0,Canceled,2016-02-05,113254
100319,3593290,1,2016-02-12,0,2,2,0,0,Canceled,2016-02-05,113443
100320,14672735,1,2016-02-12,0,2,2,0,0,Canceled,2016-02-02,108455
100321,1612842,1,2016-02-12,0,2,2,0,0,Canceled,2015-12-11,104549
100322,332225,1,2016-02-12,0,2,2,0,0,Canceled,2015-12-11,109320
100323,496022,1,2016-02-12,0,2,2,0,0,Canceled,2015-12-11,110417
100324,8720718,1,2016-02-12,0,2,2,0,0,Canceled,2015-12-11,105766
100325,9212213,1,2016-02-12,0,2,2,0,0,Canceled,2015-12-11,112357
100326,8310894,1,2016-02-12,0,2,2,0,0,Canceled,2016-02-05,100993
100327,1167221,1,2016-02-12,0,2,2,0,0,Canceled,2016-01-26,108586
100328,2592416,1,2016-02-12,0,2,2,0,0,Canceled,2016-01-26,113973
100329,1701741,1,2016-02-12,0,2,2,0,0,Canceled,2016-01-26,101800
100330,4526315,0,2016-02-12,0,2,2,0,0,Check-Out,2016-02-14,100559
100331,5918944,0,2016-02-12,0,2,3,0,0,Check-Out,2016-02-14,100494
100332,5738018,0,2016-02-12,0,2,1,0,0,Check-Out,2016-02-14,114992
100333,4181530,1,2016-02-12,0,2,2,0,0,Canceled,2016-02-05,101519
100334,6065674,1,2016-02-12,0,2,2,0,0,Canceled,2016-02-05,106632
100335,13698137,1,2016-02-12,0,2,2,0,0,Canceled,2016-02-05,113277
100336,12209652,1,2016-02-12,0,2,2,0,0,Canceled,2015-12-11,104307
